,8t_512m,8t_1g,8t_2g,8t_4g,16t_256m,16t_512m,16t_1g,16t_2g,32t_128m,32t_256m,32t_512m,32t_1g,64t_64m,64t_128m,64t_256m,64t_512m,128t_32m,128t_64m,128t_128m,128t_256m,256t_16m,256t_32m,256t_64m,256t_128m
usr,0.07,0.1,0.08,0.1,0.15,0.1,0.14,0.21,0.17,0.16,0.2,0.24,0.35,0.31,0.35,0.42,0.91,0.67,0.57,1.22,4.07,3.12,1.99,1.47
nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
system,1.23,2.09,2.48,2.61,2.73,3.74,4.17,4.7,5.13,7.21,8.76,9.83,10.21,14.2,19.31,19.16,21.84,27.19,35.63,37.8,42.43,58.7,67.07,75.37
iowait,0.01,0.0,0.12,0.2,0.01,0.01,0.3,0.52,0.02,0.01,0.11,0.26,0.03,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.01,0.02
steal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idle,98.69,97.81,97.32,97.09,97.12,96.14,95.4,94.57,94.68,92.63,90.93,89.67,89.41,85.47,80.33,80.41,77.23,72.12,63.78,60.95,53.47,38.13,30.93,23.14
throughput,6103.47,6146.66,5687.96,5026.86,8659.69,9260.84,8960.48,7162.78,9850.77,9860.56,9879.12,9253.34,10141.13,10260.85,10070.87,9945.39,8004.13,8195.11,8326.85,8304.38,5162.88,5309.84,5422.93,5462.06
latency(x1M),424.0,1042.0,2114.0,4114.0,2940.0,3323.0,6676.0,11522.0,9861.0,13793.0,27701.0,53497.0,34275.0,33668.0,67832.0,136801.0,91203.0,91480.0,184268.0,367681.0,264873.0,297103.0,595248.0,1196224.0
m_count,47952.0,118883.0,236413.0,471212.0,237206.0,119608.0,236930.0,471628.0,238718.0,121624.0,238838.0,473145.0,241705.0,125609.0,242977.0,477145.0,248432.0,134395.0,251942.0,486328.0,264652.0,154004.0,271916.0,506383.0
