,8t_64m,8t_128m,8t_256m,8t_512m,8t_1024m,16t_64m,16t_128m,16t_256m,16t_512m,16t_1024m,32t_64m,32t_128m,32t_256m,32t_512m,32t_1024m,64t_64m,64t_128m,64t_256m,64t_512m,64t_1024m,128t_64m,128t_128m,128t_256m,128t_512m,128t_1024m,256t_64m,256t_128m,256t_256m,256t_512m,256t_1024m
throughput,5473.34,5384.31,5414.92,5632.13,5539.55,9193.69,8444.95,8971.73,8728.81,9116.41,9623.9,9672.86,9732.87,9669.66,8168.48,9701.6,9791.28,9731.13,9202.49,3082.9,7588.93,7609.58,7505.08,3138.79,2253.45,4957.21,5021.77,2717.75,2170.35,1940.44
