,8t_512m,8t_1g,8t_2g,8t_4g,16t_256m,16t_512m,16t_1g,16t_2g,32t_128m,32t_256m,32t_512m,32t_1g,64t_64m,64t_128m,64t_256m,64t_512m,128t_32m,128t_64m,128t_128m,128t_256m,256t_16m,256t_32m,256t_64m,256t_128m
usr,0.08,0.07,0.21,0.1,0.12,0.11,0.14,0.17,0.22,0.2,0.2,0.35,0.37,0.33,0.4,0.67,1.02,0.77,0.74,0.43,4.41,3.07,2.2,1.38
nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
system,1.6,1.8,2.39,2.67,2.33,3.42,4.13,4.64,4.08,6.68,8.12,8.65,7.16,11.81,14.87,18.82,17.32,23.27,35.35,35.9,39.49,48.65,62.25,74.76
iowait,0.01,0.01,0.0,0.16,0.01,0.01,0.0,0.57,0.01,0.01,0.03,0.82,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.01,0.05,0.03,0.03,0.02
steal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idle,98.31,98.12,97.39,97.07,97.55,96.47,95.73,94.62,95.7,93.11,91.65,90.17,92.46,87.84,84.72,80.49,81.63,75.94,63.89,63.65,56.04,48.25,35.51,23.84
throughput,5454.36,5479.66,5101.32,4759.72,9384.82,9484.07,9263.1,7311.52,12335.61,12623.08,12680.34,10330.89,12910.07,13205.28,12841.12,12242.48,10570.68,10905.95,10910.82,10889.83,7196.57,7538.4,7765.83,7790.65
latency(x1M),695.0,1338.0,1608.0,3635.0,1151.0,2390.0,4410.0,8283.0,2564.0,5329.0,11267.0,19567.0,5834.0,12087.0,20655.0,36987.0,1151.0,2063.0,3903.0,7599.0,827.0,1346.0,2435.0,4497.0
