,8t_512m,8t_1g,8t_2g,8t_4g,16t_256m,16t_512m,16t_1g,16t_2g,32t_128m,32t_256m,32t_512m,32t_1g,64t_64m,64t_128m,64t_256m,64t_512m,128t_32m,128t_64m,128t_128m,128t_256m,256t_16m,256t_32m,256t_64m,256t_128m
usr,0.07,0.06,0.1,0.08,0.09,0.08,0.1,0.07,0.15,0.13,0.12,0.12,0.43,0.25,0.27,0.21,0.96,0.69,0.51,0.35,3.34,2.4,1.73,1.01
nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
system,1.75,2.02,2.58,2.83,2.8,3.62,4.6,5.33,5.0,7.16,8.99,10.38,14.7,15.53,18.72,20.35,21.65,28.48,34.8,40.77,46.67,58.13,72.56,82.45
iowait,0.01,0.01,0.0,0.07,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.01,0.05,0.02,0.02,0.01
steal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idle,98.17,97.91,97.32,97.01,97.09,96.29,95.3,94.6,94.85,92.71,90.89,89.49,84.85,84.21,81.0,79.44,77.35,70.81,64.67,58.87,49.94,39.44,25.69,16.53
throughput,4912.0,4859.77,4662.78,4473.23,6045.73,6013.22,5946.9,5943.28,6081.18,6117.69,6092.0,6055.35,6188.78,6227.08,6133.52,6108.59,5540.48,5600.89,5574.5,5549.83,3931.97,3977.09,3976.71,3973.43
latency(x1M),684723.0,3004.0,5721.0,11258.0,8169.0,9414.0,18846.0,36951.0,25799.0,27448.0,55225.0,110616.0,69061.0,61999.0,124432.0,250054.0,159436.0,146955.0,292651.0,586547.0,417070.0,439305.0,862379.0,1714341.0
m_count,249005.0,119077.0,236663.0,471831.0,237375.0,120056.0,237423.0,472307.0,238777.0,121947.0,239460.0,474447.0,242354.0,126083.0,243456.0,478624.0,249171.0,134856.0,252205.0,487594.0,265543.0,154342.0,272201.0,507983.0
