,8t_512m,8t_1g,8t_2g,8t_4g,16t_256m,16t_512m,16t_1g,16t_2g,32t_128m,32t_256m,32t_512m,32t_1g,64t_64m,64t_128m,64t_256m,64t_512m,128t_32m,128t_64m,128t_128m,128t_256m,256t_16m,256t_32m,256t_64m,256t_128m
usr,0.07,0.1,0.06,0.09,0.1,0.11,0.1,0.11,0.18,0.13,0.13,0.11,0.34,0.24,0.23,0.17,1.02,0.81,0.6,0.38,3.36,2.42,1.91,1.03
nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
system,1.56,2.02,2.51,2.81,2.81,3.62,4.81,5.23,6.36,7.75,9.44,10.32,10.06,13.21,18.57,20.15,21.96,30.79,34.58,40.38,47.54,58.91,73.06,80.21
iowait,0.01,0.01,0.0,0.07,0.01,0.01,0.0,0.18,0.01,0.01,0.01,0.0,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.04,0.02,0.04,0.01
steal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idle,98.36,97.87,97.43,97.04,97.08,96.27,95.08,94.48,93.45,92.11,90.43,89.57,89.57,86.53,81.19,79.68,77.0,68.38,64.81,59.24,49.06,38.64,24.99,18.75
throughput,4927.11,4915.14,4843.85,4507.89,6107.13,6037.77,6025.28,5726.9,6152.49,6177.41,6109.13,6099.53,6211.88,6255.33,6214.36,6186.35,5505.33,5592.45,5586.35,5587.9,3883.37,3950.17,3948.21,3964.37
latency(x1M),928.0,2208.0,4796.0,8966.0,4128.0,7351.0,17326.0,29807.0,14278.0,26733.0,48350.0,100934.0,33238.0,61697.0,132954.0,263764.0,36489.0,78882.0,153941.0,307348.0,71422.0,134484.0,262170.0,517138.0
