,8t_512m,8t_1g,8t_2g,8t_4g,16t_256m,16t_512m,16t_1g,16t_2g,32t_128m,32t_256m,32t_512m,32t_1g,64t_64m,64t_128m,64t_256m,64t_512m,128t_32m,128t_64m,128t_128m,128t_256m,256t_16m,256t_32m,256t_64m,256t_128m
usr,0.07,0.07,0.09,0.1,0.1,0.14,0.15,0.16,0.22,0.16,0.28,0.37,0.4,0.32,0.55,0.36,1.09,0.76,0.5,1.15,3.82,2.72,2.03,1.59
nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
system,1.28,2.15,2.61,2.71,3.08,3.57,4.3,4.43,5.63,6.9,7.94,9.36,10.96,13.41,16.29,20.18,24.47,27.86,33.28,37.28,46.22,52.85,68.26,71.68
iowait,0.01,0.0,0.09,0.15,0.01,0.01,0.3,0.52,0.01,0.01,0.39,0.82,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.04,0.03,0.02,0.01
steal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idle,98.64,97.78,97.22,97.04,96.82,96.28,95.25,94.89,94.14,92.92,91.39,89.45,88.62,86.25,83.14,79.45,74.41,71.36,66.21,61.57,49.91,44.4,29.69,26.71
throughput,5058.21,5182.34,5119.54,4525.53,8647.53,8695.61,8460.6,6663.16,10630.81,10809.84,10580.3,8770.26,11461.67,11605.49,11334.65,11023.45,10514.51,10821.69,10861.66,10782.24,7192.83,7552.83,7735.15,7807.31
latency(x1M),870.0,2102.0,4199.0,8161.0,4575.0,3274.0,6462.0,12274.0,8637.0,9348.0,18945.0,34730.0,23195.0,24065.0,48736.0,99798.0,42748.0,5019.0,9889.0,20012.0,10457.0,5236.0,9142.0,17057.0
m_count,47994.0,119026.0,236439.0,471583.0,237233.0,119760.0,236933.0,471688.0,238382.0,121557.0,238855.0,473252.0,241705.0,125720.0,242893.0,476968.0,248517.0,134579.0,251582.0,485962.0,264440.0,154250.0,271462.0,505706.0
