,8t_512m,8t_1g,8t_2g,8t_4g,16t_256m,16t_512m,16t_1g,16t_2g,32t_128m,32t_256m,32t_512m,32t_1g,64t_64m,64t_128m,64t_256m,64t_512m,128t_32m,128t_64m,128t_128m,128t_256m,256t_16m,256t_32m,256t_64m,256t_128m
usr,0.05,0.07,0.09,0.11,0.12,0.1,0.19,0.33,0.21,0.21,0.21,0.37,0.38,0.3,0.42,0.64,0.9,0.83,0.59,1.05,3.93,2.63,2.13,1.56
nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
system,1.29,2.1,2.7,2.65,2.99,3.69,4.35,4.49,5.22,7.07,8.65,8.75,9.35,12.7,17.15,19.12,19.54,32.84,34.82,38.59,43.39,55.75,68.32,74.07
iowait,0.01,0.0,0.08,0.13,0.01,0.01,0.31,0.5,0.01,0.01,0.26,0.46,0.04,0.03,0.01,0.01,0.03,0.02,0.01,0.02,0.05,0.02,0.03,0.02
steal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idle,98.65,97.82,97.13,97.11,96.88,96.2,95.15,94.68,94.56,92.72,90.88,90.43,90.23,86.97,82.41,80.23,79.53,66.31,64.59,60.34,52.63,41.59,29.52,24.36
throughput,5464.32,5499.47,5378.93,4829.51,8771.14,9490.42,9194.28,6842.3,12527.84,12648.32,12432.27,11067.01,12962.95,13272.89,13170.8,12522.2,10724.39,10965.18,10936.13,10891.63,7175.87,7568.81,7744.2,7807.39
latency(x1M),733.0,1790.0,3478.0,6778.0,3678.0,2497.0,4944.0,9270.0,6041.0,5856.0,11174.0,20866.0,13157.0,11440.0,22609.0,39366.0,17078.0,3961.0,7445.0,14411.0,7928.0,4746.0,8330.0,15361.0
m_count,48083.0,118950.0,236413.0,471414.0,237092.0,119686.0,236836.0,471708.0,238254.0,121679.0,238743.0,472930.0,241504.0,126461.0,242997.0,476956.0,248543.0,134315.0,251702.0,485951.0,264432.0,153775.0,271695.0,505669.0
