,12t_340m,12t_680m,12t_1360m,12t_2720m,24t_170m,24t_340m,24t_680m,24t_1360m,48t_85m,48t_170m,48t_340m,48t_680m,96t_43m,96t_85m,96t_170m,96t_340m
throughput,25725.35,27331.86,27431.07,26842.62,41976.66,44496.95,44551.14,44250.02,53792.81,59610.76,64908.54,64490.2,55532.23,61702.42,67511.3,61004.23
latency(x1M),136.0,327.0,641.0,1270.0,723.0,510.0,987.0,1993.0,1123.0,774.0,1600.0,3206.0,1866.0,1577.0,3105.0,6216.0
m_count,47878.0,118139.0,234211.0,466351.0,235426.0,120003.0,236019.0,468204.0,238385.0,123558.0,239623.0,471789.0,245193.0,131498.0,247054.0,479217.0
